"Device Name","Device ID","Date & Time [GMT]","Date & Time [Local]","Latitude","Longitude","Altitude","Fix Status","DOP","Temp [C]","Main [V]","Back [V]"
"C25M34",94961,1984-07-21 21:00:17,1984-07-22 05:00:17,-34.4178178,119.1073669,19.36,"3-D least-squares   (6 SVs)",4.2,11.5,3.95,0
"C25M32",94300,1984-07-21 21:00:50,1984-07-22 05:00:50,-34.4428758,119.2466514,2.13,"3-D least-squares   (9 SVs)",1.8,30,4.05,0
"C25M32",94300,1984-07-21 22:00:12,1984-07-22 06:00:12,-34.4429244,119.2466222,-5.72,"3-D least-squares   (6 SVs)",5,35,4.05,0
"C25M34",94961,1984-07-21 22:00:40,1984-07-22 06:00:40,-34.4182303,119.1069383,26.88,"3-D least-squares   (7 SVs)",3.2,8.5,3.95,0
"C25M32",94300,1984-07-21 23:00:27,1984-07-22 07:00:27,-34.4428508,119.2467142,-9.75,"3-D least-squares   (5 SVs)",8,20,4.05,0
"C25M34",94961,1984-07-21 23:00:35,1984-07-22 07:00:35,-34.4180439,119.1069361,18.13,"3-D least-squares   (7 SVs)",2.2,11.5,3.95,0
"C25M34",94961,1984-07-22 00:00:15,1984-07-22 08:00:15,-34.4175997,119.1074642,15.74,"3-D least-squares   (6 SVs)",5,20.5,3.95,0
"C25M32",94300,1984-07-22 00:00:40,1984-07-22 08:00:40,-34.4430569,119.2461575,-2.41,"3-D least-squares   (13 SVs)",1.2,16,4.05,0
"C25M32",94300,1984-07-22 01:00:11,1984-07-22 09:00:11,-34.4431469,119.2462758,0.71,"3-D least-squares   (11 SVs)",1.4,19.5,4.05,0
"C25M33",94960,1984-07-22 01:00:41,1984-07-22 09:00:41,-34.4260114,119.0886842,35.67,"3-D least-squares   (10 SVs)",1.6,26,3.95,0
"C25M34",94961,1984-07-22 01:00:41,1984-07-22 09:00:41,-34.4173583,119.1075589,28.27,"3-D least-squares   (10 SVs)",1.6,29.5,3.95,0
"C25M33",94960,1984-07-22 02:00:11,1984-07-22 10:00:11,-34.4226819,119.0875797,26.22,"3-D least-squares   (10 SVs)",1.8,25.5,3.95,0
"C25M32",94300,1984-07-22 02:00:11,1984-07-22 10:00:11,-34.4434533,119.2390286,-2.88,"3-D least-squares   (7 SVs)",3,22,4.05,0
"C25M34",94961,1984-07-22 02:00:21,1984-07-22 10:00:21,-34.4166122,119.1067356,9.28,"3-D least-squares   (9 SVs)",2,20.5,3.95,0
"C25M33",94960,1984-07-22 03:00:12,1984-07-22 11:00:12,-34.4219242,119.0880792,35.65,"3-D least-squares   (8 SVs)",2,21,3.95,0
"C25M32",94300,1984-07-22 03:00:12,1984-07-22 11:00:12,-34.4431258,119.2331125,0.61,"3-D least-squares   (6 SVs)",3,26,4.05,0
"C25M34",94961,1984-07-22 03:00:14,1984-07-22 11:00:14,-34.4148119,119.0985675,24.75,"3-D least-squares   (7 SVs)",2.4,24,3.95,0
"C25M33",94960,1984-07-22 04:00:40,1984-07-22 12:00:40,-34.4223397,119.0829019,32.08,"3-D least-squares   (8 SVs)",2.2,18.5,3.95,0
"C25M32",94300,1984-07-22 04:00:40,1984-07-22 12:00:40,-34.4418706,119.2324103,0.28,"3-D least-squares   (9 SVs)",2,26.5,4.05,0
"C25M34",94961,1984-07-22 04:00:41,1984-07-22 12:00:41,-34.4165631,119.0948578,33.19,"3-D least-squares   (5 SVs)",5,19,3.95,0
"C25M32",94300,1984-07-22 05:00:11,1984-07-22 13:00:11,-34.4434011,119.2318903,-3.25,"3-D least-squares   (9 SVs)",1.6,25,4.05,0
"C25M33",94960,1984-07-22 05:00:13,1984-07-22 13:00:13,-34.4240228,119.0806414,14.37,"3-D least-squares   (8 SVs)",1.8,23,3.95,0
"C25M34",94961,1984-07-22 05:00:13,1984-07-22 13:00:13,-34.4177556,119.0916572,29.4,"3-D least-squares   (5 SVs)",5.6,24,3.95,0
"C25M32",94300,1984-07-22 06:00:14,1984-07-22 14:00:14,-34.4402611,119.2339983,6.05,"3-D least-squares   (5 SVs)",2.2,20.5,4.05,0
"C25M33",94960,1984-07-22 06:00:41,1984-07-22 14:00:41,-34.4240308,119.0805358,23.69,"3-D least-squares   (9 SVs)",1.4,27,3.95,0
"C25M34",94961,1984-07-22 06:00:41,1984-07-22 14:00:41,-34.4170106,119.0894169,35.02,"3-D least-squares   (10 SVs)",1.6,29,3.95,0
"C25M33",94960,1984-07-22 07:00:11,1984-07-22 15:00:11,-34.4239764,119.0805189,25.43,"3-D least-squares   (7 SVs)",2,28,3.95,0
"C25M34",94961,1984-07-22 07:00:13,1984-07-22 15:00:13,-34.4169897,119.0894011,36.62,"3-D least-squares   (8 SVs)",2.6,26,3.95,0
"C25M32",94300,1984-07-22 07:00:41,1984-07-22 15:00:41,-34.4423336,119.2312011,3.17,"3-D least-squares   (11 SVs)",1.4,19,4.05,0
"C25M32",94300,1984-07-22 08:00:11,1984-07-22 16:00:11,-34.4412581,119.2253217,2.15,"3-D least-squares   (9 SVs)",2,23.5,4.05,0
"C25M34",94961,1984-07-22 08:00:14,1984-07-22 16:00:14,-34.416485,119.0886603,36.95,"3-D least-squares   (5 SVs)",2.4,21,3.95,0
"C25M33",94960,1984-07-22 08:01:42,1984-07-22 16:01:42,-34.4240447,119.0805008,26.74,"3-D least-squares   (5 SVs)",3.4,27,3.95,0
"C25M32",94300,1984-07-22 09:00:11,1984-07-22 17:00:11,-34.4398272,119.2211928,5.49,"3-D least-squares   (7 SVs)",1.4,19,4.05,0
"C25M34",94961,1984-07-22 09:00:41,1984-07-22 17:00:41,-34.4164447,119.0863908,34.66,"3-D least-squares   (9 SVs)",1.4,17.5,3.95,0
"C25M33",94960,1984-07-22 09:00:41,1984-07-22 17:00:41,-34.4239725,119.0805178,27.84,"3-D least-squares   (9 SVs)",2,27,3.95,0
"C25M33",94960,1984-07-22 10:00:12,1984-07-22 18:00:12,-34.4231403,119.0804225,8.62,"3-D least-squares   (8 SVs)",2.6,16,3.95,0
"C25M34",94961,1984-07-22 10:00:13,1984-07-22 18:00:13,-34.4201356,119.0863414,33.33,"3-D least-squares   (7 SVs)",2.6,12.5,3.95,0
"C25M32",94300,1984-07-22 10:00:40,1984-07-22 18:00:40,-34.4377328,119.2185319,1.25,"3-D least-squares   (10 SVs)",1.8,17.5,4.05,0
"C25M32",94300,1984-07-22 11:00:10,1984-07-22 19:00:10,-34.4377281,119.2185225,0.28,"3-D least-squares   (9 SVs)",1.6,17,4.05,0
"C25M34",94961,1984-07-22 11:00:15,1984-07-22 19:00:15,-34.4199744,119.0859431,31.08,"3-D least-squares   (5 SVs)",4.2,13.5,3.95,0
"C25M33",94960,1984-07-22 11:00:24,1984-07-22 19:00:24,-34.4233814,119.0803336,29.76,"3-D least-squares   (5 SVs)",4.2,14,3.95,0
"C25M32",94300,1984-07-22 12:00:20,1984-07-22 20:00:20,-34.4376822,119.2186014,5.91,"3-D least-squares   (5 SVs)",3.2,15.5,4.05,0
"C25M34",94961,1984-07-22 12:00:40,1984-07-22 20:00:40,-34.4199742,119.0859103,27.62,"3-D least-squares   (9 SVs)",1.4,14,3.95,0
"C25M33",94960,1984-07-22 12:00:40,1984-07-22 20:00:40,-34.4231364,119.0787128,21.65,"3-D least-squares   (6 SVs)",3.4,10.5,3.95,0
"C25M33",94960,1984-07-22 13:00:11,1984-07-22 21:00:11,-34.4229997,119.0788058,22.56,"3-D least-squares   (6 SVs)",5.8,11.5,3.95,0
"C25M34",94961,1984-07-22 13:00:13,1984-07-22 21:00:13,-34.4199781,119.0859114,25.21,"3-D least-squares   (6 SVs)",5.8,11,3.95,0
"C25M32",94300,1984-07-22 13:00:41,1984-07-22 21:00:41,-34.4377283,119.2185267,1.97,"3-D least-squares   (9 SVs)",1.6,15,4.05,0
"C25M32",94300,1984-07-22 14:00:10,1984-07-22 22:00:10,-34.4377314,119.2185194,-3.81,"3-D least-squares   (9 SVs)",1.8,14.5,4.05,0
"C25M34",94961,1984-07-22 14:00:41,1984-07-22 22:00:41,-34.4199875,119.0859261,25.46,"3-D least-squares   (9 SVs)",2,11.5,3.95,0
"C25M33",94960,1984-07-22 14:00:41,1984-07-22 22:00:41,-34.4237169,119.0797717,23.21,"3-D least-squares   (7 SVs)",2.2,11,3.95,0
"C25M32",94300,1984-07-22 15:00:11,1984-07-22 23:00:11,-34.4374117,119.2196864,0.16,"3-D least-squares   (5 SVs)",2.2,14,4.05,0
"C25M34",94961,1984-07-22 15:00:13,1984-07-22 23:00:13,-34.4199775,119.0859642,27.06,"3-D least-squares   (7 SVs)",1.8,10.5,3.95,0
"C25M33",94960,1984-07-22 15:00:13,1984-07-22 23:00:13,-34.4240111,119.0806097,19.83,"3-D least-squares   (5 SVs)",2.2,11.5,3.95,0
"C25M33",94960,1984-07-22 16:00:40,1984-07-23 00:00:40,-34.4247842,119.0811531,9.64,"3-D least-squares   (7 SVs)",2.4,20,3.95,0
"C25M34",94961,1984-07-22 16:00:41,1984-07-23 00:00:41,-34.4207514,119.0842719,30.92,"3-D least-squares   (6 SVs)",4.8,8.5,3.95,0
"C25M32",94300,1984-07-22 16:00:41,1984-07-23 00:00:41,-34.4373875,119.2196717,-1.22,"3-D least-squares   (8 SVs)",1.8,15,4.05,0
"C25M32",94300,1984-07-22 17:00:11,1984-07-23 01:00:11,-34.4372597,119.2200031,0,"3-D least-squares   (7 SVs)",2,16,4.05,0
"C25M33",94960,1984-07-22 17:00:11,1984-07-23 01:00:11,-34.4247492,119.0811456,25.93,"3-D least-squares   (7 SVs)",2,26,3.95,0
"C25M34",94961,1984-07-22 17:00:14,1984-07-23 01:00:14,-34.4213444,119.0830675,30.47,"3-D least-squares   (5 SVs)",7,9.5,3.95,0
"C25M32",94300,1984-07-22 18:00:26,1984-07-23 02:00:26,-34.4371719,119.2199911,10.64,"3-D least-squares   (5 SVs)",1.8,16.5,4.05,0
"C25M34",94961,1984-07-22 18:00:40,1984-07-23 02:00:40,-34.4214128,119.0830761,26.48,"3-D least-squares   (7 SVs)",1.8,10,3.95,0
"C25M33",94960,1984-07-22 18:00:47,1984-07-23 02:00:47,-34.4247869,119.0812028,19.84,"3-D least-squares   (7 SVs)",2,32,3.95,0
"C25M34",94961,1984-07-22 19:00:15,1984-07-23 03:00:15,-34.4213075,119.0830369,6.36,"3-D least-squares   (5 SVs)",5.2,11,3.95,0
"C25M32",94300,1984-07-22 19:00:40,1984-07-23 03:00:40,-34.4372844,119.2200222,3.07,"3-D least-squares   (6 SVs)",2.4,17,4.05,0
"C25M33",94960,1984-07-22 19:00:42,1984-07-23 03:00:42,-34.4247881,119.081095,-3.37,"3-D least-squares   (5 SVs)",3.4,23,3.95,0
"C25M32",94300,1984-07-22 20:00:12,1984-07-23 04:00:12,-34.4372919,119.2200486,-1.66,"3-D least-squares   (6 SVs)",1.8,17.5,4.05,0
"C25M34",94961,1984-07-22 20:00:19,1984-07-23 04:00:19,-34.42136,119.0831267,17.31,"3-D least-squares   (5 SVs)",2,11,3.95,0
"C25M33",94960,1984-07-22 20:01:25,1984-07-23 04:01:25,-34.4246606,119.0811519,27.9,"3-D least-squares   (5 SVs)",2.8,20,3.95,0
"C25M34",94961,1984-07-22 21:00:40,1984-07-23 05:00:40,-34.4213839,119.0830825,20.53,"3-D least-squares   (8 SVs)",2.2,11.5,3.95,0
"C25M32",94300,1984-07-22 21:00:55,1984-07-23 05:00:55,-34.4372422,119.2200431,8.12,"3-D least-squares   (7 SVs)",3,17.5,4.05,0
"C25M33",94960,1984-07-22 21:01:31,1984-07-23 05:01:31,-34.4247917,119.0812122,20.81,"3-D least-squares   (7 SVs)",3.6,20,3.95,0
"C25M32",94300,1984-07-22 22:00:12,1984-07-23 06:00:12,-34.4372636,119.2200308,-7.7,"3-D least-squares   (6 SVs)",4.4,16.5,4.05,0
"C25M34",94961,1984-07-22 22:00:13,1984-07-23 06:00:13,-34.4216033,119.0835578,29.23,"3-D least-squares   (6 SVs)",3.4,10,3.95,0
"C25M33",94960,1984-07-22 22:00:41,1984-07-23 06:00:41,-34.4239867,119.0805686,23.75,"3-D least-squares   (9 SVs)",2,11,3.95,0
"C25M33",94960,1984-07-22 23:00:12,1984-07-23 07:00:12,-34.4231,119.0801508,27.55,"3-D least-squares   (7 SVs)",2.2,12,3.95,0
"C25M34",94961,1984-07-22 23:00:14,1984-07-23 07:00:14,-34.4224167,119.0881344,19.63,"3-D least-squares   (5 SVs)",3,5,3.95,0
"C25M32",94300,1984-07-22 23:00:40,1984-07-23 07:00:40,-34.4372686,119.2200158,5.63,"3-D least-squares   (10 SVs)",1.8,16.5,4.05,0
"C25M32",94300,1984-07-23 00:00:11,1984-07-23 08:00:11,-34.4371433,119.2210447,4.68,"3-D least-squares   (9 SVs)",2.2,25,4.05,0
"C25M33",94960,1984-07-23 00:00:27,1984-07-23 08:00:27,-34.4230911,119.0801444,43.13,"3-D least-squares   (5 SVs)",7.2,16.5,3.95,0
"C25M34",94961,1984-07-23 00:00:40,1984-07-23 08:00:40,-34.4228811,119.0875081,25.82,"3-D least-squares   (9 SVs)",1.8,26.5,3.95,0
"C25M32",94300,1984-07-23 01:00:11,1984-07-23 09:00:11,-34.4364581,119.2211028,0.62,"3-D least-squares   (6 SVs)",4.4,30,4.05,0
"C25M34",94961,1984-07-23 01:00:13,1984-07-23 09:00:13,-34.4217878,119.0880011,13.51,"3-D least-squares   (7 SVs)",5,20.5,3.95,0
"C25M34",94961,1984-07-23 02:00:13,1984-07-23 10:00:13,-34.4213597,119.0883136,15.6,"3-D least-squares   (6 SVs)",3.6,24.5,3.95,0
"C25M32",94300,1984-07-23 02:00:41,1984-07-23 10:00:41,-34.4359836,119.2182664,3.08,"3-D least-squares   (10 SVs)",1.6,22.5,4.05,0
"C25M32",94300,1984-07-23 03:00:09,1984-07-23 11:00:09,-34.4350219,119.2156342,4.83,"3-D least-squares   (10 SVs)",1.4,24,4.05,0
"C25M34",94961,1984-07-23 03:00:18,1984-07-23 11:00:18,-34.4210983,119.0907817,22.51,"3-D least-squares   (5 SVs)",4.6,22.5,3.95,0
"C25M32",94300,1984-07-23 04:00:40,1984-07-23 12:00:40,-34.4356808,119.2186558,4.32,"3-D least-squares   (10 SVs)",1.6,24.5,4.05,0
"C25M34",94961,1984-07-23 04:00:40,1984-07-23 12:00:40,-34.4203119,119.0928617,34.83,"3-D least-squares   (7 SVs)",3,24.5,3.95,0
"C25M32",94300,1984-07-23 05:00:13,1984-07-23 13:00:13,-34.4334089,119.2177592,7.65,"3-D least-squares   (9 SVs)",1.6,26.5,4.05,0
"C25M34",94961,1984-07-23 05:00:13,1984-07-23 13:00:13,-34.4199556,119.0948922,32.38,"3-D least-squares   (8 SVs)",2.2,26,3.95,0
"C25M34",94961,1984-07-23 06:00:13,1984-07-23 14:00:13,-34.4194236,119.099785,31.8,"3-D least-squares   (5 SVs)",3.6,24.5,3.95,0
"C25M32",94300,1984-07-23 06:00:41,1984-07-23 14:00:41,-34.4305233,119.2208892,4.13,"3-D least-squares   (10 SVs)",1.6,25,4.05,0
"C25M32",94300,1984-07-23 07:00:13,1984-07-23 15:00:13,-34.4303569,119.2236444,6.28,"3-D least-squares   (9 SVs)",1.8,26,4.05,0
"C25M34",94961,1984-07-23 07:00:41,1984-07-23 15:00:41,-34.4188647,119.1011614,30.29,"3-D least-squares   (10 SVs)",1.8,26.5,3.95,0
"C25M37",94953,1984-07-23 07:00:41,1984-07-23 15:00:41,-34.4465303,119.2554617,8.65,"3-D least-squares   (10 SVs)",2,21.5,3.95,0
"C25M37",94953,1984-07-23 08:00:11,1984-07-23 16:00:11,-34.4478778,119.2605572,8.15,"3-D least-squares   (9 SVs)",1.8,20.5,3.95,0
"C25M34",94961,1984-07-23 08:00:12,1984-07-23 16:00:12,-34.4184006,119.1055228,11.67,"3-D least-squares   (8 SVs)",1.8,19,3.95,0
"C25M32",94300,1984-07-23 08:00:13,1984-07-23 16:00:13,-34.4308661,119.224455,5.23,"3-D least-squares   (5 SVs)",3.6,23,4.05,0
"C25M37",94953,1984-07-23 09:00:16,1984-07-23 17:00:16,-34.4489625,119.2644206,21.92,"3-D least-squares   (5 SVs)",2,18,3.95,0
"C25M32",94300,1984-07-23 09:00:41,1984-07-23 17:00:41,-34.4315044,119.2193989,8.07,"3-D least-squares   (10 SVs)",1.6,20,4.05,0
"C25M34",94961,1984-07-23 09:00:41,1984-07-23 17:00:41,-34.4191531,119.1059444,24.29,"3-D least-squares   (9 SVs)",1.8,20,3.95,0
"C25M34",94961,1984-07-23 10:00:12,1984-07-23 18:00:12,-34.4190044,119.1073519,25.38,"3-D least-squares   (9 SVs)",2,15.5,3.95,0
"C25M32",94300,1984-07-23 10:00:13,1984-07-23 18:00:13,-34.4329217,119.2182467,5.13,"3-D least-squares   (9 SVs)",2,17,4.05,0
"C25M37",94953,1984-07-23 10:00:40,1984-07-23 18:00:40,-34.4502464,119.2665661,22.87,"3-D least-squares   (7 SVs)",2.2,17,3.95,0
"C25M37",94953,1984-07-23 11:00:12,1984-07-23 19:00:12,-34.4515661,119.2670258,26.9,"3-D least-squares   (7 SVs)",2.8,16.5,3.95,0
"C25M34",94961,1984-07-23 11:00:13,1984-07-23 19:00:13,-34.4189772,119.1074828,24.49,"3-D least-squares   (5 SVs)",4.2,15,3.95,0
"C25M32",94300,1984-07-23 11:00:13,1984-07-23 19:00:13,-34.4324464,119.2193628,2.44,"3-D least-squares   (6 SVs)",3.6,18,4.05,0
"C25M37",94953,1984-07-23 12:00:13,1984-07-23 20:00:13,-34.4515497,119.2670436,29.55,"3-D least-squares   (5 SVs)",2.4,17,3.95,0
"C25M34",94961,1984-07-23 12:00:40,1984-07-23 20:00:40,-34.4174742,119.1088247,25.43,"3-D least-squares   (7 SVs)",2.6,15.5,3.95,0
"C25M32",94300,1984-07-23 12:00:41,1984-07-23 20:00:41,-34.4323919,119.2207597,0.64,"3-D least-squares   (5 SVs)",5,17,4.05,0
"C25M34",94961,1984-07-23 13:00:12,1984-07-23 21:00:12,-34.4168833,119.1091478,25.54,"3-D least-squares   (7 SVs)",2.2,15,3.95,0
"C25M32",94300,1984-07-23 13:00:14,1984-07-23 21:00:14,-34.4324161,119.2208619,14.41,"3-D least-squares   (5 SVs)",6.8,18.5,4.05,0
"C25M37",94953,1984-07-23 13:00:41,1984-07-23 21:00:41,-34.451465,119.2684675,20.27,"3-D least-squares   (7 SVs)",2.4,16,3.95,0
"C25M37",94953,1984-07-23 14:00:11,1984-07-23 22:00:11,-34.4490461,119.2644314,13.69,"3-D least-squares   (7 SVs)",2,15,3.95,0
"C25M34",94961,1984-07-23 14:00:41,1984-07-23 22:00:41,-34.4171942,119.1121083,24.76,"3-D least-squares   (9 SVs)",1.8,16.5,3.95,0
"C25M32",94300,1984-07-23 14:00:41,1984-07-23 22:00:41,-34.4319267,119.2207639,1.65,"3-D least-squares   (7 SVs)",2.2,18,4.05,0
"C25M34",94961,1984-07-23 15:00:13,1984-07-23 23:00:13,-34.4179808,119.1115478,24.79,"3-D least-squares   (7 SVs)",1.8,14.5,3.95,0
"C25M32",94300,1984-07-23 15:00:15,1984-07-23 23:00:15,-34.4319044,119.2207639,-0.05,"3-D least-squares   (5 SVs)",2.2,20,4.05,0
"C25M37",94953,1984-07-23 15:00:41,1984-07-23 23:00:41,-34.4514147,119.2625819,28.4,"3-D least-squares   (9 SVs)",1.6,17,3.95,0
"C25M37",94953,1984-07-23 16:00:11,1984-07-24 00:00:11,-34.4536439,119.2615397,35.66,"3-D least-squares   (7 SVs)",2.2,15.5,3.95,0
"C25M32",94300,1984-07-23 16:00:41,1984-07-24 00:00:41,-34.4315889,119.2210011,3.24,"3-D least-squares   (9 SVs)",1.8,19,4.05,0
"C25M34",94961,1984-07-23 16:00:59,1984-07-24 00:00:59,-34.4168367,119.1063775,20.75,"3-D least-squares   (7 SVs)",2.2,14.5,3.95,0
"C25M37",94953,1984-07-23 17:00:12,1984-07-24 01:00:12,-34.4536528,119.2615503,34.22,"3-D least-squares   (5 SVs)",2.2,16,3.95,0
"C25M34",94961,1984-07-23 17:00:13,1984-07-24 01:00:13,-34.4148919,119.1033811,24.2,"3-D least-squares   (6 SVs)",2.2,13.5,3.95,0
"C25M32",94300,1984-07-23 17:00:13,1984-07-24 01:00:13,-34.4306211,119.2220836,-2.87,"3-D least-squares   (8 SVs)",1.8,17.5,4.05,0
"C25M37",94953,1984-07-23 18:00:40,1984-07-24 02:00:40,-34.4537572,119.2615792,31.47,"3-D least-squares   (9 SVs)",1.6,15.5,3.95,0
"C25M32",94300,1984-07-23 18:00:41,1984-07-24 02:00:41,-34.4303622,119.2234281,0.13,"3-D least-squares   (10 SVs)",1.4,19,4.05,0
"C25M34",94961,1984-07-23 18:00:41,1984-07-24 02:00:41,-34.4162075,119.1009633,19.98,"3-D least-squares   (8 SVs)",1.6,15,3.95,0
"C25M32",94300,1984-07-23 19:00:13,1984-07-24 03:00:13,-34.4307117,119.2250361,1.92,"3-D least-squares   (7 SVs)",2,20.5,4.05,0
"C25M34",94961,1984-07-23 19:00:14,1984-07-24 03:00:14,-34.41713,119.1007822,19.21,"3-D least-squares   (6 SVs)",2.4,13,3.95,0
"C25M32",94300,1984-07-23 20:00:15,1984-07-24 04:00:15,-34.4306856,119.2250614,-2.66,"3-D least-squares   (5 SVs)",2.6,21,4.05,0
"C25M34",94961,1984-07-23 20:00:41,1984-07-24 04:00:41,-34.4190642,119.1000511,20.99,"3-D least-squares   (7 SVs)",2,13.5,3.95,0
"C25M34",94961,1984-07-23 21:00:14,1984-07-24 05:00:14,-34.4189103,119.0995364,17.6,"3-D least-squares   (5 SVs)",5.4,14.5,3.95,0
"C25M32",94300,1984-07-23 21:00:41,1984-07-24 05:00:41,-34.4306814,119.2250603,-0.25,"3-D least-squares   (7 SVs)",2.4,19.5,4.05,0
"C25M32",94300,1984-07-23 22:00:13,1984-07-24 06:00:13,-34.4306836,119.22502,2.95,"3-D least-squares   (6 SVs)",3.2,19.5,4.05,0
"C25M34",94961,1984-07-23 22:00:41,1984-07-24 06:00:41,-34.4195708,119.1007517,23.88,"3-D least-squares   (9 SVs)",2.2,12,3.95,0
"C25M34",94961,1984-07-23 23:00:13,1984-07-24 07:00:13,-34.4211997,119.1015092,18.48,"3-D least-squares   (7 SVs)",2.4,26,3.95,0
"C25M32",94300,1984-07-23 23:00:41,1984-07-24 07:00:41,-34.4299036,119.2250397,1.82,"3-D least-squares   (9 SVs)",1.8,19.5,4.05,0
"C25M32",94300,1984-07-24 00:00:13,1984-07-24 08:00:13,-34.4295603,119.224725,6.11,"3-D least-squares   (7 SVs)",2.4,17,4.05,0
"C25M34",94961,1984-07-24 00:00:16,1984-07-24 08:00:16,-34.4212603,119.1014322,21.07,"3-D least-squares   (5 SVs)",6.2,30,3.95,0
"C25M32",94300,1984-07-24 01:00:15,1984-07-24 09:00:15,-34.4300336,119.2239058,9.09,"3-D least-squares   (5 SVs)",6.4,20,4.05,0
"C25M34",94961,1984-07-24 01:00:41,1984-07-24 09:00:41,-34.4212267,119.1014881,24.76,"3-D least-squares   (10 SVs)",1.4,25,3.95,0
"C25M34",94961,1984-07-24 02:00:31,1984-07-24 10:00:31,-34.4212317,119.1014975,25.73,"3-D least-squares   (12 SVs)",1.4,23,3.95,0
"C25M32",94300,1984-07-24 02:00:40,1984-07-24 10:00:40,-34.4332431,119.2211692,6.15,"3-D least-squares   (11 SVs)",2,22,4.05,0
"C25M34",94961,1984-07-24 03:00:11,1984-07-24 11:00:11,-34.4212047,119.1014658,30.05,"3-D least-squares   (10 SVs)",1.6,27,3.95,0
"C25M32",94300,1984-07-24 03:00:12,1984-07-24 11:00:12,-34.4396258,119.2190694,0.92,"3-D least-squares   (9 SVs)",1.8,22.5,4.05,0
"C25M34",94961,1984-07-24 04:00:41,1984-07-24 12:00:41,-34.4212361,119.1015028,25,"3-D least-squares   (8 SVs)",2.4,30.5,3.95,0
"C25M32",94300,1984-07-24 04:00:41,1984-07-24 12:00:41,-34.4419672,119.2225583,0.56,"3-D least-squares   (8 SVs)",2.4,27.5,4.05,0
"C25M32",94300,1984-07-24 05:00:12,1984-07-24 13:00:12,-34.4426242,119.2328133,2.16,"3-D least-squares   (8 SVs)",2,29.5,4.05,0
"C25M34",94961,1984-07-24 05:00:18,1984-07-24 13:00:18,-34.4226567,119.1009142,9.08,"3-D least-squares   (8 SVs)",2,29,3.95,0
"C25M34",94961,1984-07-24 06:00:41,1984-07-24 14:00:41,-34.4239356,119.1015108,26.75,"3-D least-squares   (10 SVs)",1.8,29.5,3.95,0
"C25M32",94300,1984-07-24 06:00:41,1984-07-24 14:00:41,-34.4417189,119.2366086,1.86,"3-D least-squares   (11 SVs)",1.6,25.5,4.05,0
"C25M34",94961,1984-07-24 07:00:12,1984-07-24 15:00:12,-34.4231211,119.0982083,15.29,"3-D least-squares   (9 SVs)",1.8,24.5,3.95,0
"C25M32",94300,1984-07-24 07:00:13,1984-07-24 15:00:13,-34.4403647,119.2338231,1.63,"3-D least-squares   (10 SVs)",1.8,23.5,4.05,0
"C25M34",94961,1984-07-24 08:00:12,1984-07-24 16:00:12,-34.4224056,119.0954039,21.43,"3-D least-squares   (5 SVs)",2.4,22.5,3.95,0
"C25M32",94300,1984-07-24 08:00:12,1984-07-24 16:00:12,-34.4407453,119.2328622,-1.56,"3-D least-squares   (6 SVs)",2.2,22.5,4.05,0
"C25M34",94961,1984-07-24 09:00:40,1984-07-24 17:00:40,-34.4221128,119.0935661,28.12,"3-D least-squares   (8 SVs)",2.4,21,3.95,0
"C25M32",94300,1984-07-24 09:00:41,1984-07-24 17:00:41,-34.4431131,119.2312894,2.66,"3-D least-squares   (11 SVs)",1.4,25.5,4.05,0
"C25M34",94961,1984-07-24 10:00:12,1984-07-24 18:00:12,-34.4239403,119.0931539,27.72,"3-D least-squares   (7 SVs)",3.2,17,3.95,0
"C25M32",94300,1984-07-24 10:00:13,1984-07-24 18:00:13,-34.4460136,119.2278742,2.05,"3-D least-squares   (10 SVs)",1.8,21,4.05,0
"C25M32",94300,1984-07-24 11:00:13,1984-07-24 19:00:13,-34.446015,119.2278278,-3.5,"3-D least-squares   (6 SVs)",3.8,20,4.05,0
"C25M34",94961,1984-07-24 11:00:14,1984-07-24 19:00:14,-34.422225,119.0912386,24.11,"3-D least-squares   (5 SVs)",4.2,15,3.95,0
"C25M32",94300,1984-07-24 12:00:40,1984-07-24 20:00:40,-34.4460281,119.2278417,-0.28,"3-D least-squares   (9 SVs)",1.4,18.5,4.05,0
"C25M34",94961,1984-07-24 12:00:40,1984-07-24 20:00:40,-34.4203297,119.0932453,26.66,"3-D least-squares   (6 SVs)",2.8,14,3.95,0
"C25M32",94300,1984-07-24 13:00:13,1984-07-24 21:00:13,-34.4463214,119.2269869,3.51,"3-D least-squares   (7 SVs)",2.2,21.5,4.05,0
"C25M34",94961,1984-07-24 13:00:13,1984-07-24 21:00:13,-34.4203739,119.0932125,26.59,"3-D least-squares   (5 SVs)",5.2,16.5,3.95,0
"C25M32",94300,1984-07-24 14:00:41,1984-07-24 22:00:41,-34.4463211,119.2269808,-5.25,"3-D least-squares   (10 SVs)",1.6,26,4.05,0
"C25M34",94961,1984-07-24 14:00:41,1984-07-24 22:00:41,-34.4198917,119.0932047,33.87,"3-D least-squares   (9 SVs)",1.8,16,3.95,0
"C25M32",94300,1984-07-24 15:00:13,1984-07-24 23:00:13,-34.4462808,119.2269617,3.01,"3-D least-squares   (7 SVs)",1.8,27.5,4.05,0
"C25M34",94961,1984-07-24 15:00:13,1984-07-24 23:00:13,-34.4191639,119.0933906,26.12,"3-D least-squares   (7 SVs)",1.8,16,3.95,0
